Area_sqft,Bedrooms,Bathrooms,House_Age,Location_Score,Price
3675,2,2,22,4,11231284
1129,4,4,2,1,3697660
2040,4,1,7,3,6637332
2503,5,2,7,9,8290576
1771,2,4,26,6,5835855
863,2,3,28,2,2728486
2868,1,4,6,9,9476647
785,2,1,1,4,2856659
648,1,2,20,8,2425265
1607,3,4,5,7,5604739
2953,3,1,27,3,8937496
3525,3,4,15,8,11179344
955,2,4,9,4,3329164
2266,2,2,3,2,7219739
1299,1,3,12,5,4393344
1684,4,3,9,1,5338541
1512,1,1,20,8,4980103
3331,3,1,13,8,10587288
3007,1,1,8,3,9318160
2023,4,2,10,1,6226974
3285,2,3,22,4,10055927
3056,1,1,17,9,9904030
980,3,1,10,9,3619817
2186,3,4,16,1,6728522
2661,2,4,1,7,8952689
3296,1,1,2,6,10495669
2101,4,4,10,7,7192172
2908,2,4,17,7,9307151
840,1,4,26,8,3060039
3317,5,2,2,8,10713047
2510,3,1,25,2,7712254
3308,4,1,14,4,10487184
3516,4,4,10,4,11027786
2996,4,2,10,8,9660424
2366,3,4,27,3,7296018
1334,1,2,29,3,4121568
1703,2,1,27,2,4944740
2225,1,4,24,1,6634988
3978,2,1,19,8,12358712
2189,4,2,27,9,7409546
3767,1,3,24,9,11743269
810,4,2,10,8,3231344
761,5,3,18,5,2948826
1942,4,1,27,1,5791359
905,4,1,0,9,3585673
2690,2,4,26,6,8614994
841,5,3,4,7,3219132
1839,4,2,9,8,6243876
3672,4,1,9,5,11593697
743,5,3,13,6,2804061
989,5,2,1,7,3664034
511,1,3,3,7,2305205
3810,2,2,1,2,11890492
1060,5,2,17,1,3447460
541,5,2,12,8,2389408
3225,3,2,18,5,10014892
1093,5,3,4,2,3604952
1952,2,3,19,3,6269140
2326,4,4,1,6,7756215
3729,4,3,10,6,12045126
3787,4,3,29,8,11850379
2193,4,4,29,5,6989392
633,3,3,25,5,2462264
3638,5,2,17,7,11526852
3578,4,1,29,5,11219255
1447,1,1,5,9,4892516
572,4,4,22,6,2296861
898,5,3,27,7,3452258
1928,4,3,9,8,6665672
3125,3,4,21,5,10034222
3406,2,1,22,4,10629801
629,2,2,16,8,2541573
3478,5,3,21,9,11130240
3777,2,4,10,1,11669942
2311,2,2,18,3,7175687
2501,1,4,16,4,8033515
765,5,4,23,7,2866473
2060,5,4,3,6,7006398
2485,2,1,25,1,7345811
1292,2,1,23,4,4279640
2800,2,4,25,6,8854946
3369,3,3,13,3,10381806
1812,4,2,26,2,5540123
663,3,3,19,2,2120209
594,5,1,3,4,2501022
2305,1,2,27,1,6727774
3380,4,4,13,2,10609930
1633,1,3,25,2,4864204
2883,5,3,3,4,9288302
1321,5,4,5,4,4623203
737,1,3,29,1,2098339
2928,1,1,8,7,9312717
3446,1,4,20,7,10692650
3030,5,3,11,1,9494161
2460,2,4,28,8,8007860
3449,1,2,25,7,10772121
1548,4,4,29,7,5363597
2176,5,3,7,6,7145762
3688,3,1,23,4,11259460
3029,3,4,3,8,9834958
3963,4,4,26,2,12110066
3464,2,3,25,7,10764568
3541,1,1,24,3,10832996
1463,5,1,24,3,4597915
1036,1,2,4,7,3551015
3650,5,2,5,3,11481709
2103,3,3,4,5,6760546
3744,1,1,18,8,11855199
2479,4,1,26,4,7881672
3583,2,2,7,7,11408478
627,4,2,8,7,2509283
591,2,3,14,2,2054123
1042,1,1,3,8,3897721
1345,1,4,24,9,4646241
2181,2,2,8,6,7065781
3536,3,3,6,5,11284559
2351,5,1,7,1,7426107
2994,4,1,14,1,9117770
889,4,2,18,9,3304415
3219,4,3,14,4,9993400
2384,1,4,4,1,7573875
542,4,2,18,3,1806450
753,5,3,6,6,3168106
3701,5,1,5,8,11946679
1583,2,4,26,2,4817639
3210,1,3,18,8,10048842
3014,5,4,24,1,9365675
2834,3,3,27,2,8847386
3558,1,3,16,8,11318494
2040,1,3,9,7,6908987
2453,5,3,18,5,7862369
3325,3,4,10,2,10139163
2892,2,2,14,9,9231794
1141,5,4,9,5,3959787
2929,3,3,10,8,9727392
1189,1,4,22,4,3976363
1776,3,4,2,9,6194243
2450,1,4,29,7,7967368
1579,5,3,2,2,5061448
1986,5,4,17,3,6423224
956,4,1,24,2,3046356
1482,4,3,10,5,5159581
2630,4,4,19,2,8038299
1622,5,1,25,5,5158093
648,2,4,28,9,2568720
1852,5,2,21,2,5751113
1679,3,4,17,9,6013461
689,5,4,24,7,2808935
1382,5,2,14,7,4998035
2810,1,3,6,5,9017430
3651,1,2,9,8,11595898
899,1,3,20,7,3231060
3311,5,2,22,6,10646497
1108,2,4,29,2,3355027
3831,3,4,19,6,12162739
2295,3,3,28,2,6953840
2138,2,3,9,1,6481740
2075,2,1,12,9,7033073
3332,3,1,14,5,10253827
2648,4,4,22,4,8210209
1882,1,4,17,8,6183654
1903,1,1,22,5,6125091
1319,3,1,3,7,4515396
3792,2,3,19,3,11641033
1319,4,2,16,8,4852398
919,3,3,27,8,3378519
623,1,1,2,3,2129432
921,5,4,20,9,3698140
3802,2,1,20,8,11826000
3634,5,4,1,1,11215865
2008,3,4,3,8,6841530
2097,1,4,0,4,6872295
1267,4,4,14,6,4456941
2544,5,2,24,9,8589903
3030,4,1,0,5,9738542
3066,1,3,5,7,9977168
2702,5,4,6,1,8455001
2639,4,4,18,9,8615183
3529,4,3,11,6,11222848
2049,5,3,0,4,6941467
3002,1,4,6,6,9792122
2264,4,3,18,5,7197254
2544,3,3,12,3,7949242
3145,5,2,25,7,10054038
1009,2,3,11,3,3209284
1706,2,1,11,2,5238332
885,1,1,21,4,2737491
2097,3,1,12,7,6722108
2952,4,4,27,5,9356553
2793,2,1,13,9,9114533
1241,1,2,21,7,4246085
3208,3,1,29,9,10199043
3197,3,4,11,9,10338836
2411,1,2,19,2,7365045
1946,1,1,11,1,6042863
1400,4,2,26,4,4484805
2612,1,2,5,4,8023444
3584,4,4,26,2,11155435
2760,4,4,9,3,8815002
2509,5,2,19,3,7780598
741,3,1,28,5,2568295
3040,3,4,23,1,9141036
3784,3,2,8,9,11981554
2885,5,3,1,8,9440545
2520,4,3,6,8,8612889
672,4,4,8,3,2645115
1171,1,1,24,2,3621203
663,5,3,11,1,2523987
964,1,3,4,6,3341468
3542,5,3,0,1,10897055
996,1,1,21,5,3308711
1199,2,1,14,9,4245908
2942,3,4,7,9,9778320
1202,3,4,0,4,4042627
2440,4,3,17,7,7964640
2855,2,1,12,7,9071057
2291,3,2,28,4,7002944
682,4,3,0,5,2636368
1128,2,4,4,9,4119785
3057,3,1,17,7,9540204
2231,1,4,15,7,7094643
1045,5,4,25,7,3952705
2087,2,1,9,9,6823126
1123,4,3,29,5,3632126
1093,2,1,3,6,3983568
1243,4,3,0,3,4198453
3798,2,4,22,1,11616402
2268,4,1,7,2,7220671
1959,3,2,4,8,6753042
2448,1,3,1,1,7622677
3993,3,2,23,7,12481507
3101,1,3,16,5,9491794
2568,3,1,6,6,8227404
3101,3,2,16,8,10009346
2944,2,1,27,4,8811593
3172,5,3,5,6,10406276
604,4,3,28,3,1997973
2739,4,3,21,7,8753633
516,4,3,14,2,1689036
3691,1,4,4,8,11999241
892,4,3,14,7,3391980
924,4,2,17,8,3597308
2676,2,3,17,2,8178423
3701,3,1,24,3,11304935
1071,4,4,20,4,3531413
2576,5,2,20,9,8613203
1620,4,4,22,5,5464332
3581,1,4,5,6,11403156
741,1,4,1,1,2658735
2779,1,1,26,4,8513545
1288,4,4,16,4,4362924
3855,2,4,20,8,12106795
1214,5,3,3,8,4634989
1258,4,1,11,6,4165829
3349,2,2,18,8,10782817
1275,2,2,1,9,4756646
3273,4,2,25,5,10287409
2747,4,1,1,1,8512823
3492,2,2,13,1,10710601
578,2,1,14,2,1730875
3503,2,3,19,2,10811503
1355,4,3,1,5,4656334
3744,2,1,3,7,11789950
3014,1,2,18,7,9481451
3128,4,1,8,4,9896988
1939,1,1,6,4,6273246
3487,3,4,29,3,10869971
2996,4,1,12,2,9243736
2634,3,4,26,3,8331832
2648,2,3,11,8,8656032
1531,2,4,2,1,5029613
1344,5,1,12,4,4659933
3771,2,3,14,7,11993320
586,3,4,13,5,2178036
2590,2,1,23,2,7637907
3956,4,3,8,1,11986372
907,2,4,12,6,3269644
3211,5,1,22,5,10164736
3588,2,1,21,3,10827093
2168,3,2,3,9,7439529
647,3,2,20,3,2152714
2824,2,4,7,2,8877283
731,3,4,2,5,2735179
2450,3,4,1,9,8405787
865,5,1,18,8,3336626
3799,4,4,27,6,12103569
2174,5,1,22,3,6677117
935,1,4,7,6,3354852
898,5,1,16,5,3105485
1734,2,1,12,1,5472751
1914,4,2,6,5,6350275
3046,2,3,8,7,9663332
3087,1,1,11,9,9746632
1062,4,4,28,1,3310565
2989,3,2,13,3,9271424
1784,5,4,13,8,6192480
1272,2,4,14,6,4273157
2897,1,1,2,5,9145827
2537,3,1,14,2,7768011
3923,5,3,18,3,12161952
3067,3,1,23,2,9351920
1843,5,1,19,1,5802987
2685,4,3,13,7,8608930
2073,3,4,7,3,6852084
1491,3,3,4,7,5246729
2915,3,3,29,7,9370247
3791,4,3,18,8,11953770
3908,1,2,3,1,11810757
1746,5,4,13,5,5723158
859,3,2,15,9,3220992
1420,4,2,19,7,4984545
2876,1,1,23,1,8671002
3509,5,3,5,8,11471182
3010,4,3,22,3,9332589
3493,5,2,24,4,11015955
1462,3,1,5,4,4755970
2327,1,1,2,8,7692359
3953,4,1,14,1,11840586
3383,1,4,28,8,10732383
2113,3,2,2,9,7305847
2140,1,4,10,9,7228373
2716,1,1,2,5,8469177
716,2,1,27,4,2154735
877,1,1,9,4,2928430
618,5,3,17,9,2627525
689,4,2,0,8,3048792
3314,2,3,15,7,10549151
869,4,4,15,3,3140800
2301,4,3,26,4,7223737
2696,3,2,9,9,8847571
1151,3,3,0,8,4461032
2382,2,1,3,1,7382060
2011,3,4,2,3,6367654
1269,3,4,4,2,4233725
2921,3,1,11,2,8923117
1280,4,1,24,8,4326613
2216,2,1,11,6,6946982
2707,4,2,12,6,8893114
2898,5,3,23,4,9015848
1811,4,4,11,1,5929721
3859,5,3,24,7,12111874
3439,1,1,15,8,10949317
1749,1,1,12,2,5555909
1022,5,3,4,2,3383525
1021,5,4,23,1,3145328
1282,4,2,3,4,4338432
2820,5,3,20,6,8996242
1435,2,1,14,5,4846563
3973,1,1,11,4,12021625
2730,1,2,18,4,8347576
2188,5,3,20,7,7234966
987,3,2,27,7,3474458
2350,3,2,18,2,7066471
1345,5,4,20,7,4872027
2671,2,4,10,2,8346884
3532,3,1,29,4,10860847
3337,5,3,20,1,10263759
2961,2,4,5,5,9450642
2503,2,1,8,1,7644755
2248,4,3,0,4,7491668
3743,2,1,11,9,11938840
3859,3,4,25,8,12052151
1185,3,1,13,6,3914190
2660,5,3,5,8,8756195
3435,5,3,0,5,11238703
2669,2,1,21,7,8588252
2067,1,3,1,8,6910607
1745,4,1,23,7,5934385
538,1,3,10,4,2151334
3044,2,1,2,5,9732194
1279,2,1,9,6,4432120
1756,1,1,29,6,5318599
3490,4,2,5,9,11434757
2696,1,3,5,2,8480011
3968,5,4,19,6,12639853
3569,3,1,20,3,10978108
3208,5,2,1,2,10205509
2427,3,4,25,6,7858867
801,2,1,25,4,2767452
3931,4,4,23,5,12256466
2785,1,2,9,5,8896264
1146,4,4,22,3,3875460
1162,1,1,25,4,3581916
2783,5,4,5,3,8840276
2259,5,4,22,7,7575306
2750,1,1,27,1,8235977
755,4,2,16,6,2893512
1097,1,2,29,4,3619659
1161,2,4,13,1,3870932
734,5,3,4,1,2458747
1868,2,4,22,5,5909037
3081,5,3,16,5,10003994
3407,5,4,1,7,11064641
1269,3,2,8,4,4437663
3088,2,4,11,9,10095899
712,2,4,18,4,2435271
962,3,3,21,7,3512170
2983,4,2,6,5,9552267
782,2,3,8,5,2978531
1986,1,4,20,6,6243226
1930,3,1,15,8,6598431
587,2,4,19,5,2405716
1567,4,4,10,3,4987634
960,2,3,11,6,3385131
2825,5,1,14,2,8690855
2968,1,1,17,8,9490220
2224,3,3,18,8,7530838
1876,5,2,15,3,6085718
3243,4,1,14,8,10267210
1014,5,1,4,9,3895798
1202,5,3,10,5,4208003
2153,4,2,14,5,6806007
2566,5,2,28,6,8151816
522,3,4,17,7,2192468
2960,2,4,12,3,9395763
1553,5,3,3,5,5355026
2330,3,2,16,1,7319459
2655,2,3,3,5,8396038
3938,2,4,15,4,12234870
1804,5,3,22,1,5688585
3699,3,3,14,7,11705488
3800,5,1,13,1,11753702
1634,4,1,11,8,5538052
2683,2,1,2,2,8474223
861,5,4,9,5,3174816
3757,2,3,7,6,12067086
2676,3,1,5,9,9033086
2399,1,1,21,7,7799974
1784,5,1,13,6,6135486
1014,5,4,16,5,3636808
948,2,4,20,6,3362267
2423,3,3,18,4,7786282
3675,4,3,15,1,11120250
2006,3,3,14,9,7003001
1747,5,1,25,5,5833214
2355,4,2,14,8,7907702
1373,3,4,0,7,5069236
3020,1,1,23,8,9657265
3581,2,1,22,1,10660140
1928,3,3,22,9,6533511
2849,3,3,11,1,8712877
2778,1,1,9,3,8676748
2254,5,4,13,8,7697604
1422,2,4,9,1,4348039
3637,3,1,9,1,11218003
3484,4,2,19,6,10884506
2659,3,2,28,5,8464486
1536,2,4,10,6,5197817
1916,3,3,21,3,6100605
3047,1,2,15,6,9411831
3479,3,2,28,2,10388137
3145,3,3,8,8,10321174
2781,4,2,14,6,8869803
3149,1,1,13,4,9528500
813,1,2,18,4,2695511
3113,3,3,8,7,9887117
3583,4,1,3,3,11078138
2756,3,2,20,3,8485246
2497,3,4,6,6,8024208
1537,2,1,21,9,5362872
2156,2,1,25,1,6317482
3989,4,4,7,5,12457960
3948,5,4,23,1,12153239
3591,2,2,7,1,10854342
3134,5,2,18,3,9825093
2278,1,3,14,3,6996918
1514,2,3,15,4,5088905
1593,2,1,29,3,4680038
3782,4,4,25,6,11828232
1624,5,4,21,4,5506629
1197,2,3,22,8,4186726
2679,2,1,8,1,8029773
1904,4,1,25,8,6185391
1655,4,3,25,1,4962633
1543,5,3,29,1,4968370
2429,1,3,11,7,7822636
3083,1,2,15,1,9136803
1513,3,1,3,9,5400393
726,2,1,4,8,3055852
3725,5,1,7,1,11399997
2328,2,3,0,2,7257838
1992,5,3,27,2,6311689
1321,5,3,5,2,4295759
2523,5,3,14,6,8155313
1370,2,4,3,4,4778632
2952,4,3,20,8,9755949
2749,2,2,10,1,8401143
2585,5,4,4,4,8541010
3489,3,4,17,5,11171289
2295,1,3,23,9,7632643
687,5,1,14,5,2464243
1580,3,3,17,3,5247923
1440,4,1,19,4,4664225
3591,5,3,27,7,11341932
2820,3,3,12,1,8567946
3690,5,1,4,6,11688353
3130,2,1,29,8,9657670
3063,3,1,0,1,9338766
3792,2,1,21,8,11795694
1025,2,2,17,7,3576133
835,3,1,13,1,2490764
3245,1,3,4,9,10717308
1578,3,3,5,3,5264954
3047,1,2,26,2,9070660
3447,5,1,23,7,10965394
3313,5,3,24,3,10447038
3083,3,2,28,1,9352077
661,5,3,27,3,2372091
1093,4,2,15,6,3940859
2438,2,2,21,3,7339956
2706,2,4,20,5,8571252
3759,1,4,11,9,11932846
559,5,1,19,7,2321058
3462,1,4,17,2,10654447
3890,2,2,1,1,11828318
2401,2,3,22,7,7814175
2758,5,3,20,4,8638786
905,4,1,22,7,3147389
1163,4,4,12,6,4283851
1632,5,1,26,7,5588905
1599,5,2,16,4,5318914
1041,1,4,16,3,3345712
1837,5,1,15,5,6119679
1497,4,3,20,3,4638991
1640,5,3,17,3,5293873
3474,1,1,7,4,10631680
1367,1,1,29,8,4571109
2566,1,1,2,2,7747553
931,1,2,16,4,3243946
1239,3,2,28,3,3700301
1873,5,3,17,7,6425080
682,2,2,25,2,2164625
2660,5,2,25,1,8080227
1706,3,4,22,1,5473122
3028,1,2,5,6,9541230
1669,3,4,27,3,5120848
1330,4,2,7,7,4789186
2151,4,3,22,8,7131674
1636,5,1,29,5,5382404
3310,5,3,25,5,10523470
975,2,2,12,2,2977581
3310,2,1,7,8,10534730
1826,4,1,18,1,5494855
1470,1,1,5,9,5271758
1519,3,4,28,1,4826332
1641,2,3,22,1,4966620
2336,2,4,14,1,7153740
660,1,1,9,7,2540328
2948,1,3,26,4,8891874
697,5,3,16,7,2677318
1783,3,2,0,5,6053309
1159,1,4,6,7,4146042
2275,2,4,28,7,7448964
1570,2,2,26,4,5037555
2510,4,4,12,2,8067456
898,1,1,2,8,3393014
2233,5,1,18,2,6966070
2082,3,4,14,9,6927479
2625,5,2,4,5,8722711
2671,2,3,10,9,8970034
574,5,4,21,9,2635782
2684,2,3,17,8,8541906
1101,2,2,2,8,3992523
3971,2,3,5,4,12256198
1336,2,2,2,4,4340940
2028,2,2,29,2,6195686
999,4,1,4,4,3586918
2096,5,1,8,4,6847699
637,4,2,27,6,2348195
2597,4,4,18,3,8074342
2294,1,1,27,2,7032031
1472,1,2,26,8,4859658
2142,1,3,12,2,6552081
2385,3,3,28,8,7559864
2801,1,4,5,7,8983552
2528,5,3,10,3,8139281
3257,4,3,20,6,10462133
2400,5,2,20,6,7636093
3110,1,3,26,5,9448749
3304,3,3,29,8,10351739
1949,3,3,13,5,6336068
1046,4,3,5,7,4012449
3873,5,2,5,6,12226474
1421,2,3,16,7,4926462
1080,5,4,10,9,4077810
1872,1,1,14,3,5979806
2456,2,4,8,7,8089987
2503,3,1,20,3,7645752
2596,4,4,16,2,8106892
3464,4,1,23,7,10788800
3645,3,1,6,4,11235942
1203,1,1,6,1,3796805
2808,3,1,29,6,8657394
2903,1,2,20,6,8919816
2125,2,4,0,6,6897850
3831,3,1,24,2,11708063
1137,1,4,26,1,3263428
3290,2,3,24,3,10242167
3866,3,1,7,2,12044304
1509,4,4,4,6,5203898
3478,3,2,29,6,10813563
1140,5,4,18,5,4159966
3339,3,1,7,5,10649748
3884,5,3,16,9,12543413
3159,2,4,18,5,10128233
2361,3,3,11,6,7710780
3356,2,2,26,4,10097926
1705,2,4,22,1,5336652
1185,1,4,29,4,3729558
2351,2,2,14,2,7168799
3935,2,2,3,3,12075933
687,3,2,22,7,2783174
2119,3,1,11,7,7001948
2187,4,1,26,1,6530541
1484,1,4,12,8,5214146
1047,2,4,13,7,3906730
3272,1,4,4,1,9929737
3473,5,3,21,8,11370301
1931,2,2,15,2,6062192
1375,1,4,29,8,4616396
1117,4,2,6,3,3986056
2961,4,1,14,7,9505949
1865,2,2,12,6,5984517
1743,5,3,25,5,5645443
1402,4,3,15,2,4378634
662,4,2,11,2,2429635
2474,5,3,6,1,7729416
3791,1,3,15,9,12135709
769,4,1,22,8,3069627
1131,3,4,22,8,4109685
1405,4,3,26,1,4518378
3971,1,4,12,5,12250053
3753,1,2,28,6,11373287
2514,2,2,22,2,7791509
2141,3,3,2,5,6981494
704,1,2,14,6,2643204
1081,5,1,27,9,3779633
2079,3,3,2,1,6729395
1340,3,3,6,3,4268790
2336,5,3,29,9,7694059
1751,4,2,17,1,5393091
2219,5,2,13,1,6906811
2142,5,3,17,1,6504668
3143,4,4,18,7,10272424
2797,4,2,13,5,9006898
1374,4,2,19,6,4547058
1964,4,3,5,8,6566509
2743,4,4,28,2,8654716
1189,5,3,7,2,4065553
2510,2,2,25,3,7603981
3641,2,3,25,3,11178354
3186,1,3,6,3,9768440
1922,2,3,19,4,5922921
2501,2,4,17,3,7934695
1171,5,3,17,2,3679683
3774,4,2,14,9,12014952
1671,4,3,19,6,5407833
1995,5,4,21,3,6228290
1443,2,1,18,9,4778003
2746,5,4,21,4,8774835
1949,1,3,20,4,6302230
3039,4,1,20,8,9628656
1395,3,3,1,7,4811253
2689,1,4,7,7,8714097
1836,1,1,20,7,6073166
664,5,1,10,5,2581942
2861,2,3,17,7,9160780
2568,4,3,22,4,8119080
1605,3,4,12,8,5754375
3702,1,3,8,9,11775791
2253,3,1,8,3,7101663
3531,2,2,16,7,10970716
2852,2,2,6,9,9420024
2438,3,4,8,1,7710093
870,4,3,21,2,2736064
2380,2,4,0,7,7768093
1352,3,2,1,2,4379916
883,1,2,3,7,3227432
2431,3,3,13,1,7395941
2992,3,1,3,3,9288668
924,5,3,1,5,3431240
2708,2,2,7,6,8708400
3749,4,1,17,9,11835322
1128,4,4,18,9,4349325
1394,5,2,13,3,4568661
3037,4,4,19,8,9936919
3564,3,1,24,4,11092116
2874,5,4,9,7,9641575
1097,1,2,16,6,3863323
3562,2,3,7,8,11319562
2836,2,4,27,6,8960301
1092,2,2,13,4,3660572
2187,3,2,20,2,6685922
1072,1,1,22,7,3450767
3925,5,2,7,4,12142322
2575,5,3,4,9,8828055
3501,2,3,15,9,11225652
2590,1,4,7,7,8461995
2204,1,4,9,5,6912678
2970,1,4,26,3,8950265
676,4,4,7,3,2409918
1028,4,3,8,9,3969954
2133,2,1,17,9,7166654
1465,1,4,2,4,4989346
2017,1,1,16,1,5988777
697,5,2,19,5,2608605
3157,5,2,14,8,10411127
3389,2,4,20,4,10679160
1352,1,2,26,4,4319195
2037,2,1,16,9,6945426
2569,5,1,7,9,8741809
3683,5,2,1,7,11818559
1580,4,4,16,8,5724971
3637,2,1,17,4,11010402
3389,2,1,28,8,10691848
597,1,3,4,6,2460171
3715,1,4,8,3,11359092
2403,4,3,8,7,8041869
934,3,2,1,3,3111105
1136,3,2,1,7,4109295
3657,3,3,18,5,11590449
1087,2,4,22,4,3559456
843,2,1,26,3,2496993
1817,5,2,2,8,6520825
2479,2,4,16,4,7866500
1070,2,4,13,8,4110177
1110,2,2,13,3,3435027
2227,4,2,13,9,7393017
2790,2,4,5,6,8848354
2354,1,1,2,5,7617921
3108,1,3,0,5,9884754
1459,5,2,29,3,4594973
2579,4,3,15,2,8169110
2938,1,4,28,6,9219335
2824,4,3,3,1,8915659
1031,4,1,28,7,3476698
1677,5,4,0,5,5619573
2930,4,1,16,4,9337554
1591,2,4,27,9,5281915
2401,4,1,17,1,7415204
1383,5,4,25,4,4589166
2761,5,1,7,3,8657471
2178,5,4,1,6,7239421
2923,1,1,26,5,8819610
3291,2,4,17,7,10298933
2760,1,1,26,1,8057168
2626,3,2,26,5,8329042
2249,2,3,15,2,6772589
3175,4,4,25,2,9596612
3151,5,1,9,2,9650611
1281,3,2,7,9,4496888
3952,2,4,11,3,12312561
3548,1,4,21,4,10936395
3227,5,4,15,5,10324623
2605,1,3,11,4,8282584
3597,2,1,10,4,11145463
1380,2,1,19,5,4539035
946,3,4,18,9,3667370
2613,4,4,0,9,9008275
2283,1,4,26,6,7373237
1777,3,2,2,3,5747366
2491,5,4,11,6,8051557
1567,4,3,29,4,5078368
3668,3,1,8,3,11512273
2077,1,3,20,6,6796961
1511,2,4,28,6,5027336
2774,5,2,21,2,8568104
1273,1,4,4,9,4644923
3226,4,4,0,8,10735090
2314,4,4,9,6,7511884
3148,2,4,16,1,9727504
2926,2,4,3,2,9283396
1701,5,1,14,4,5743795
1950,5,3,18,7,6593917
3256,2,2,26,9,10204472
806,2,4,7,5,2818455
1278,4,2,27,2,3822672
3051,2,1,27,1,8901756
2815,3,3,22,1,8605437
507,1,4,14,5,2135071
3055,2,1,26,7,9589526
975,5,1,6,9,3700030
1820,3,3,14,9,6123151
2711,5,4,7,8,8907047
984,3,3,29,1,3000463
3643,2,3,25,5,11469437
3114,1,2,22,6,9769308
1404,5,2,9,6,4997766
1058,3,3,17,4,3672124
2467,4,2,3,1,7907672
2785,2,1,14,3,8464688
1627,1,3,10,4,5205684
1733,2,4,21,4,5427066
3101,4,4,2,4,9942948
3375,1,1,14,5,10632091
967,4,4,2,9,3907644
3839,2,4,14,4,12087804
2933,3,3,5,9,9602115
3322,2,1,0,9,10614043
1347,2,3,13,1,4127886
2934,2,1,15,5,9044831
3424,5,3,0,9,11333855
758,4,3,20,4,2560250
782,4,2,16,5,2831496
2149,4,4,25,4,6723345
2398,5,1,7,2,7547950
539,3,4,17,2,1949591
3033,2,2,15,2,9164898
3476,3,1,5,1,10681429
2767,5,2,9,3,8959252
3700,4,4,9,1,11335034
1514,2,3,4,4,4915923
3571,1,2,25,1,10478273
1112,1,2,27,4,3685563
3475,3,3,11,3,10662460
2415,4,4,19,9,8262947
1187,1,2,16,1,3667940
1112,3,4,13,8,3992939
2807,5,3,13,9,9286111
3537,3,1,2,7,11120017
3513,3,2,28,1,10446901
2913,3,4,11,4,9152000
2281,2,3,19,1,7049359
2310,3,3,17,4,7404727
3091,3,2,11,3,9727169
3196,2,1,1,2,9843326
2047,2,2,1,1,6243943
2430,5,4,26,6,7830586
3361,4,3,16,7,10737488
3587,1,1,9,6,11012511
1652,1,4,17,9,5553151
1074,3,2,21,9,3899966
3680,5,3,18,2,11204225
2410,3,2,25,2,7189152
1512,1,1,20,9,5269197
1169,2,1,0,1,3588107
768,4,1,23,5,2613387
3733,5,1,28,1,11241260
1783,2,1,3,7,6107054
1423,4,2,24,9,5025608
1625,5,1,3,6,5427530
2029,5,1,29,2,6377897
2258,1,3,1,6,7225999
2094,2,1,18,9,6723609
746,5,3,20,3,2622841
2060,5,3,11,9,7093469
2678,4,3,9,8,8975466
2900,1,2,12,7,9302295
2743,3,2,28,8,8585406
2439,1,4,29,6,7811822
1429,3,4,21,3,4459062
3953,2,3,22,7,12395501
3569,2,2,19,4,10961028
3192,5,1,22,5,9932377
726,2,4,14,8,3013974
3248,5,2,25,7,10352753
764,1,1,2,7,2922303
1895,2,1,22,8,6234975
1957,1,2,19,3,5849133
1145,1,4,28,3,3664353
2758,2,2,12,2,8655972
3948,1,4,7,1,12102693
1918,2,3,24,6,6235061
1973,2,2,6,6,6538336
3490,2,2,23,8,11043573
1887,3,4,7,6,6487825
2399,1,4,17,6,7730733
3004,4,2,8,1,9403489
3272,2,1,5,7,10535729
1749,1,1,26,7,5698782
1481,5,1,3,9,5198645
1654,2,3,14,7,5647552
1087,2,3,4,8,3853521
975,4,4,25,4,3484558
2321,3,3,4,9,8058576
1485,3,1,6,1,4845664
3848,2,2,29,8,12134365
2703,1,3,8,3,8324131
1741,5,3,6,1,5560158
689,5,1,8,2,2506067
1940,1,3,19,6,6131761
1480,2,4,9,5,5054346
2198,5,2,29,3,7016819
2215,3,1,25,9,7228278
3093,1,4,3,8,9969443
540,4,1,5,3,1846218
2854,2,4,23,2,8849836
1442,1,2,13,8,4909761
837,5,2,8,5,3033148
1837,2,4,0,9,6514860
1598,3,4,16,1,5075448
3500,2,4,12,3,10943232
2826,2,4,23,5,8714001
3747,3,4,26,2,11634166
1395,3,4,6,3,4726430
2820,2,2,8,4,8795811
3384,3,4,10,4,10492158
3167,1,3,2,9,10488537
2174,3,2,25,1,6382605
3409,3,1,11,9,10838492
1430,2,2,20,9,4748321
788,1,1,2,6,2859613
1223,4,1,14,1,3874592
3440,4,3,20,6,10964314
2819,5,4,9,8,9233045
2453,3,4,0,5,8063300
1589,3,2,13,5,5294985
982,1,4,26,1,3143684
1435,4,3,19,1,4464886
2795,5,2,5,8,9319599
655,1,2,1,5,2361101
1570,3,2,28,8,5322962
2458,4,4,22,2,7472434
3001,5,4,7,4,9826638
2748,2,4,0,9,9166225
2183,4,2,28,3,6604571
623,5,2,3,6,2721838
2548,1,1,26,7,8155570
1467,2,1,3,3,4654792
1354,5,4,28,1,4112485
1139,5,2,4,2,3800141
2738,3,4,29,7,8616198
2102,4,4,27,7,6819316
3063,3,1,27,1,9335114
941,2,3,19,7,3250928
2444,5,4,8,6,8261942
2338,3,3,22,6,7366290
2329,4,3,12,7,7634664
2690,2,2,17,7,8659628
3762,1,2,16,1,11142766
1032,3,4,24,5,3691391
2774,2,1,0,8,8875292
1836,1,1,21,8,6005295
1448,3,4,14,3,4717703
3873,2,4,1,3,12150817
2519,2,1,15,7,7944944
959,3,3,19,4,3425590
3972,2,4,21,6,12250533
1050,5,3,4,9,4297917
